Unnamed: 0,product_name,monthday,ons_item_no,store,offer,ons_item_name,std_price,timestamp,month,week,unit_price,ML_score,item_price_num
6977,OATS & MORE RAISIN,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",5.86,2016-11-03 06:09:10.933553,201611.0,201644.0,0.586,1.0,2.49
6993,OAT SO SIMPLE STRAWBERRY JAM 10 SACHETS,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",7.38,2016-11-03 06:09:10.442756,201611.0,201644.0,0.738,1.0,2.45
7009,POST ALPHA BITS MULTIGRAIN CEREAL 340G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",10.3,2016-11-03 06:00:15.456137,201611.0,201644.0,1.03,1.0,3.5
7025,POST COCOA PEBBLES RICE CEREAL 311G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",11.3,2016-11-03 06:00:16.803743,201611.0,201644.0,1.13,1.0,3.5
7039,PRIMROSE'S KITCHEN RAW BEETROOT & GINGER MUESLI,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",12.5,2016-11-03 06:09:10.997184,201611.0,201644.0,1.25,1.0,4.99
7053,"PRIMROSE'S KITCHEN RAW CARROT, APPLE & CINNAMON MUESLI",20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",12.5,2016-11-03 06:09:11.118509,201611.0,201644.0,1.25,1.0,4.99
7076,QUAKER 1.5KG PORRIDGE ORIGINAL OATS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",2.0,2016-11-03 06:09:10.946597,201611.0,201644.0,0.2,1.0,3.0
7092,QUAKER JUMBO ORIGINAL ROLLED OATS PORRIDGE,20161103,210213.0,WAITROSE,Add 2 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",2.09,2016-11-03 06:09:10.316914,201611.0,201644.0,0.209,1.0,2.09
7106,QUAKER OAT GOODNESS APPLE & CINNAMON PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",9.81,2016-11-03 06:09:11.030278,201611.0,201644.0,0.981,1.0,2.99
7120,QUAKER OAT GOODNESS BLUEBERRY & GUAVA PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",10.7,2016-11-03 06:09:10.903418,201611.0,201644.0,1.07,1.0,2.99
7134,QUAKER OAT GOODNESS RASPBERRY & APPLE PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",10.5,2016-11-03 06:09:11.188327,201611.0,201644.0,1.05,1.0,2.99
7148,QUAKER OAT GOODNESS RASPBERRY PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",9.71,2016-11-03 06:09:11.186148,201611.0,201644.0,0.971,1.0,2.99
7164,QUAKER OATS BANANA & STRAWBERRY PORRIDGE CEREAL POT,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",20.6,2016-11-03 06:09:10.296711,201611.0,201644.0,2.06,1.0,1.19
7179,QUAKER OATS GRANOLA CEREAL,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",4.89,2016-11-03 06:09:10.731371,201611.0,201644.0,0.489,1.0,2.69
7194,QUAKER OATS OAT CRISP PORRIDGE CEREAL,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",6.4,2016-11-03 06:09:10.739952,201611.0,201644.0,0.64,1.0,2.4
7208,QUAKER OATS OAT GRANOLA GOLDEN CRUNCH,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",4.89,2016-11-03 06:09:11.197000,201611.0,201644.0,0.489,1.0,2.69
7224,QUAKER OATS OAT SO SIMPLE GOLDEN SYRUP BIG POT,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",16.6,2016-11-03 06:09:10.378640,201611.0,201644.0,1.66,1.0,1.26
7240,QUAKER OATS OAT SO SIMPLE MAPLE & PECAN,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",6.94,2016-11-03 06:09:10.405164,201611.0,201644.0,0.694,1.0,2.45
7256,QUAKER OATS OAT SO SIMPLE ORIGINAL BIG POT,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",18.9,2016-11-03 06:09:10.407407,201611.0,201644.0,1.89,1.0,1.26
7272,QUAKER OAT SO SIMPLE CUPPA GOLDEN SYRUP PORRIDGE CEREA...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",9.3,2016-11-03 06:09:10.396235,201611.0,201644.0,0.93,1.0,2.59
7288,QUAKER OAT SO SIMPLE CUPPA ORIGINAL PORRIDGE CEREAL SA...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",10.6,2016-11-03 06:09:10.365378,201611.0,201644.0,1.06,1.0,2.59
7304,QUAKER OAT SO SIMPLE FRUIT MUESLI MORNING BARS,20161103,210213.0,WAITROSE,Add 2 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",11.5,2016-11-03 06:09:10.314702,201611.0,201644.0,1.15,1.0,2.0
7320,QUAKER OATSO SIMPLE GOLDEN SYRUP PORRIDGE,20161103,210213.0,WAITROSE,Half Price,"Breakfast Cereal 1, sugar/chocolate coated",2.76,2016-11-03 06:09:10.171747,201611.0,201644.0,0.276,1.0,1.99
7321,QUAKER OATSO SIMPLE GOLDEN SYRUP PORRIDGE,20161103,210213.0,WAITROSE,Half Price,"Breakfast Cereal 1, sugar/chocolate coated",2.76,2016-11-03 06:09:10.194126,201611.0,201644.0,0.276,1.0,1.99
7353,QUAKER OAT SO SIMPLE MORNING CEREAL BARS GOLDEN SYRUP,20161103,210213.0,WAITROSE,Add 2 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",11.5,2016-11-03 06:09:10.236336,201611.0,201644.0,1.15,1.0,2.0
7369,QUAKER OAT SO SIMPLE ORIGINAL PORRIDGE CEREAL POT,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",19.8,2016-11-03 06:09:10.269890,201611.0,201644.0,1.98,1.0,0.99
7390,QUAKER OAT SO SIMPLE ORIGINAL PORRIDGE CEREAL SACHETS,20161103,210213.0,WAITROSE,Half Price,"Breakfast Cereal 1, sugar/chocolate coated",3.35,2016-11-03 06:09:10.131252,201611.0,201644.0,0.335,1.0,1.99
7391,QUAKER OAT SO SIMPLE ORIGINAL PORRIDGE CEREAL SACHETS,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",7.56,2016-11-03 06:09:10.140444,201611.0,201644.0,0.756,1.0,2.45
7419,QUAKER OAT SO SIMPLE VARIETY PORRIDGE CEREAL,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",8.25,2016-11-03 06:09:10.363173,201611.0,201644.0,0.825,1.0,2.45
7442,QUAKER OATS SO SIMPLE APPLE & BLUEBERRY PORRIDGE CEREA...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",6.81,2016-11-03 06:09:10.216323,201611.0,201644.0,0.681,1.0,2.45
7443,QUAKER OATS SO SIMPLE APPLE & BLUEBERRY PORRIDGE CEREA...,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",17.4,2016-11-03 06:09:10.298954,201611.0,201644.0,1.74,1.0,0.99
7459,QUAKER OATS SO SIMPLE BIG BOWL GOLDEN SYRUP PORRIDGE C...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",6.17,2016-11-03 06:09:10.400664,201611.0,201644.0,0.617,1.0,2.45
7475,QUAKER OATS SO SIMPLE BIG BOWL ORIGINAL PORRIDGE CEREA...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",6.36,2016-11-03 06:09:10.265399,201611.0,201644.0,0.636,1.0,2.45
7491,QUAKER OATS SO SIMPLE GOLDEN SYRUP PORRIDGE CEREAL POT,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",17.4,2016-11-03 06:09:10.225272,201611.0,201644.0,1.74,1.0,0.99
7507,QUAKER OATS SO SIMPLE HEAPS OF FRUIT APPLE & CHERRY PO...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",8.48,2016-11-03 06:09:10.383031,201611.0,201644.0,0.848,1.0,2.45
7523,QUAKER OATS SO SIMPLE HEAPS OF FRUIT BANANA & STRAWBER...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",8.63,2016-11-03 06:09:10.307951,201611.0,201644.0,0.863,1.0,2.45
7549,QUAKER OATS SO SIMPLE HEAPS OF FRUIT SUMMER BERRIES PO...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",8.69,2016-11-03 06:09:10.429486,201611.0,201644.0,0.869,1.0,2.45
7565,QUAKER OATS SO SIMPLE HONEY & ALMOND PORRIDGE CEREAL S...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",7.42,2016-11-03 06:09:10.385253,201611.0,201644.0,0.742,1.0,2.45
7581,QUAKER OATS SO SIMPLE HONEY & VANILLA PORRIDGE CEREAL...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",7.25,2016-11-03 06:09:10.360885,201611.0,201644.0,0.725,1.0,2.45
7597,QUAKER OATS SO SIMPLE MULTIGRAIN FRUIT SACHET PORRIDGE,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",6.36,2016-11-03 06:09:10.260907,201611.0,201644.0,0.636,1.0,2.45
7613,"QUAKER OATS SO SIMPLE STRAWBERRY, RASPBERRY & CRANBERR...",20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",7.23,2016-11-03 06:09:10.391867,201611.0,201644.0,0.723,1.0,2.45
7629,QUAKER OATS SO SIMPLE SUMMER BERRIES PORRIDGE POT,20161103,210213.0,WAITROSE,Add 4 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",20.6,2016-11-03 06:09:10.303468,201611.0,201644.0,2.06,1.0,1.19
7645,QUAKER OATS SO SIMPLE SWEET CINNAMON PORRIDGE CEREAL S...,20161103,210213.0,WAITROSE,Add 2 for £4,"Breakfast Cereal 1, sugar/chocolate coated",7.42,2016-11-03 06:09:10.267648,201611.0,201644.0,0.742,1.0,2.45
7659,QUAKER OAT SUPER GOODNESS ORIGINAL PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",9.74,2016-11-03 06:09:10.981665,201611.0,201644.0,0.974,1.0,2.99
7673,QUAKER OATS WHOLESOME GOJI BERRY & BLUEBERRY GRANOLA,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",7.07,2016-11-03 06:09:11.175261,201611.0,201644.0,0.707,1.0,3.89
7687,QUAKER OATS WHOLESOME PECAN & BRAZIL NUTS GRANOLA,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",7.07,2016-11-03 06:09:11.214285,201611.0,201644.0,0.707,1.0,3.89
7717,READY BREK SUPER SMOOTH PORRIDGE SACHETS,20161103,210213.0,WAITROSE,Mix & Match Add 3 for 2 Cheapest Item Free,"Breakfast Cereal 1, sugar/chocolate coated",8.29,2016-11-03 06:09:10.367606,201611.0,201644.0,0.829,1.0,1.99
7733,REESE'S PUFFS 368G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:10.210403,201611.0,201644.0,1.36,1.0,5.0
7747,RUDE HEALTH GRANOLA COCONUT & CHIA,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",8.89,2016-11-03 06:09:10.972788,201611.0,201644.0,0.889,1.0,4.0
7762,RUDE HEALTH GRANOLA HONEY & NUTS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",7.4,2016-11-03 06:09:10.804357,201611.0,201644.0,0.74,1.0,3.7
7777,RUDE HEALTH MORNING GLORY PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",6.1,2016-11-03 06:09:10.845267,201611.0,201644.0,0.61,1.0,3.05
7791,RUDE HEALTH MUESLI NUTTY CRUNCH,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",9.11,2016-11-03 06:09:10.802199,201611.0,201644.0,0.911,1.0,4.1
7805,RUDE HEALTH MUESLI SUPER SEED,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",6.98,2016-11-03 06:09:10.890510,201611.0,201644.0,0.698,1.0,3.49
7821,RUDE HEALTH MULTIGRAIN FLAKES 425G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:12.337224,201611.0,201644.0,0.71,1.0,3.0
7835,RUDE HEALTH ORGANIC FRUITY DATE PORRIDGE,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",7.18,2016-11-03 06:09:10.840951,201611.0,201644.0,0.718,1.0,3.59
7850,RUDE HEALTH ORGANIC GRANOLA,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",10.2,2016-11-03 06:09:10.761398,201611.0,201644.0,1.02,1.0,5.09
7865,RUDE HEALTH ORGANIC THE ULTIMATE MUESLI,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",10.2,2016-11-03 06:09:10.828020,201611.0,201644.0,1.02,1.0,5.09
7880,RUDE HEALTH PUFFED OATS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",9.66,2016-11-03 06:09:10.744203,201611.0,201644.0,0.966,1.0,1.69
7895,RUDE HEALTH SOFT & FRUITY BIRCHER,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",7.0,2016-11-03 06:09:10.785036,201611.0,201644.0,0.7,1.0,3.15
7909,RUDE HEALTH SPELT FLAKES,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",10.5,2016-11-03 06:09:10.909865,201611.0,201644.0,1.05,1.0,3.15
7923,RUDE HEALTH SUPER FRUITY MUESLI,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",5.24,2016-11-03 06:09:10.853810,201611.0,201644.0,0.524,1.0,2.62
7937,RUDE HEALTH THE OATMEAL,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",4.07,2016-11-03 06:09:11.061128,201611.0,201644.0,0.407,1.0,3.05
7960,SAINSBURY'S CHOCOLATE HAZELNUT SQUARES 375G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:10.176930,201611.0,201644.0,0.32,1.0,1.2
7961,SAINSBURY'S CHOCOLATE HAZELNUT SQUARES 375G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:20.205565,201611.0,201644.0,0.32,1.0,1.2
7984,SAINSBURY'S CHOCO RICE POPS 600G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:10.152616,201611.0,201644.0,0.17,1.0,1.0
7985,SAINSBURY'S CHOCO RICE POPS 600G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:16.628027,201611.0,201644.0,0.17,1.0,1.0
8008,SAINSBURY'S FROSTED FLAKES CEREAL 500G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:14.360647,201611.0,201644.0,0.3,1.0,1.5
8009,SAINSBURY'S FROSTED FLAKES CEREAL 500G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:20.210004,201611.0,201644.0,0.3,1.0,1.5
8032,SAINSBURY'S FROSTED FLAKES CEREAL 750G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:14.350121,201611.0,201644.0,0.26,1.0,1.95
8033,SAINSBURY'S FROSTED FLAKES CEREAL 750G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:20.198513,201611.0,201644.0,0.26,1.0,1.95
8045,SAINSBURY'S HONEY NUT CORNFLAKES 500G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:12.319345,201611.0,201644.0,0.3,1.0,1.5
8061,SAINSBURY'S HONEY NUT CORNFLAKES 750G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:12.308279,201611.0,201644.0,0.26,1.0,1.95
8077,SAINSBURY'S MULTIGRAIN HOOPLAS 375G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:16.623451,201611.0,201644.0,0.32,1.0,1.2
8093,SAINSBURY'S PUFFED WHEAT 160G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:20.216947,201611.0,201644.0,0.44,1.0,0.7
8109,SAINSBURY'S RICE POPS 440G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:16.673948,201611.0,201644.0,0.2,1.0,0.9
8137,SAINSBURY'S WHOLEGRAIN GOLDEN SYRUP WHEATS CEREAL 500G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:14.376304,201611.0,201644.0,0.39,1.0,1.95
8153,SAINSBURY'S WHOLEGRAIN MALTIES CEREAL 750G,20161103,210213.0,SAINSBURY,,"Breakfast Cereal 1, sugar/chocolate coated",0.0,2016-11-03 06:01:16.609321,201611.0,201644.0,0.23,1.0,1.7
8169,SCOTT'S OATS OLD FASHIONED PORRIDGE CEREAL,20161103,210213.0,WAITROSE,Add 2 for £3.50,"Breakfast Cereal 1, sugar/chocolate coated",2.0,2016-11-03 06:09:10.214056,201611.0,201644.0,0.2,1.0,2.0
8195,SCRUMSHUS PREMIUM GRANOLA,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",10.2,2016-11-03 06:09:10.999409,201611.0,201644.0,1.02,1.0,5.09
8209,"SERIOUSLY NUTTY MAPLE, PECAN MUESLI",20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",7.45,2016-11-03 06:09:11.096461,201611.0,201644.0,0.745,1.0,4.1
8223,SHARPHAM PARK CRUNCHY SPELT BRAN FLAKES,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",8.0,2016-11-03 06:09:11.019257,201611.0,201644.0,0.8,1.0,3.0
8237,SHARPHAM PARK SPELT MILLERS MUESLI,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",9.11,2016-11-03 06:09:10.894800,201611.0,201644.0,0.911,1.0,4.1
8260,SHREDDED WHEAT,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",0.073,2016-11-03 06:09:10.494560,201611.0,201644.0,0.073,1.0,2.18
8261,SHREDDED WHEAT,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",0.106,2016-11-03 06:09:10.619529,201611.0,201644.0,0.106,1.0,1.69
8275,SHREDDED WHEAT BARLEY & SPELT,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",5.24,2016-11-03 06:09:11.067844,201611.0,201644.0,0.524,1.0,2.49
8298,SHREDDED WHEAT BITESIZE,20161103,210213.0,WAITROSE,save £1.19,"Breakfast Cereal 1, sugar/chocolate coated",4.25,2016-11-03 06:09:10.470836,201611.0,201644.0,0.425,1.0,3.19
8299,SHREDDED WHEAT BITESIZE,20161103,210213.0,WAITROSE,save £1.19,"Breakfast Cereal 1, sugar/chocolate coated",4.98,2016-11-03 06:09:10.671068,201611.0,201644.0,0.498,1.0,2.49
8315,SHREDDED WHEAT CHERRY BAKEWELL,20161103,210213.0,WAITROSE,save 49p,"Breakfast Cereal 1, sugar/chocolate coated",5.56,2016-11-03 06:09:10.438355,201611.0,201644.0,0.556,1.0,2.0
8331,SHREDDED WHEAT HONEY NUT,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",4.58,2016-11-03 06:09:10.630263,201611.0,201644.0,0.458,1.0,2.29
8345,SHREDDED WHEAT RYE & QUINOA,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",5.24,2016-11-03 06:09:11.070048,201611.0,201644.0,0.524,1.0,2.49
8368,SHREDDIES,20161103,210213.0,WAITROSE,save £1.39,"Breakfast Cereal 1, sugar/chocolate coated",4.52,2016-11-03 06:09:10.451459,201611.0,201644.0,0.452,1.0,3.39
8369,SHREDDIES,20161103,210213.0,WAITROSE,save £1.39,"Breakfast Cereal 1, sugar/chocolate coated",4.98,2016-11-03 06:09:10.524741,201611.0,201644.0,0.498,1.0,2.49
8396,SPECIAL K BARS CHOCOLATE DELIGHT DARK & COCONUT,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",20.8,2016-11-03 06:09:10.418520,201611.0,201644.0,2.08,1.0,1.99
8412,SPECIAL K MILK CHOCOLATE CHEWY DELIGHT,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",20.8,2016-11-03 06:09:10.352154,201611.0,201644.0,2.08,1.0,1.99
8423,SPECIAL K ORIGINAL,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",5.32,2016-11-03 06:09:10.937843,201611.0,201644.0,0.532,1.0,3.99
8437,SPECIAL K SUPER PORRIDGE ALMOND & PECAN,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",13.3,2016-11-03 06:09:11.209989,201611.0,201644.0,1.33,1.0,1.99
8452,STOATS 4 APPLE & CINNAMON PORRIDGE OAT BARS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",12.5,2016-11-03 06:09:10.793652,201611.0,201644.0,1.25,1.0,2.49
8467,STOATS 4 BLUEBERRY & HONEY PORRIDGE OAT BARS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",12.5,2016-11-03 06:09:10.769968,201611.0,201644.0,1.25,1.0,2.49
8481,STOATS 4 ORANGE & DARK CHOCOLATE PORRIDGE OAT BARS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",12.5,2016-11-03 06:09:11.050113,201611.0,201644.0,1.25,1.0,2.49
8496,STOATS 4 RASPBERRY & HONEY PORRIDGE OAT BARS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",12.5,2016-11-03 06:09:10.733495,201611.0,201644.0,1.25,1.0,2.49
8511,SUGAR PUFFS,20161103,210213.0,WAITROSE,,"Breakfast Cereal 1, sugar/chocolate coated",6.33,2016-11-03 06:09:10.858113,201611.0,201644.0,0.633,1.0,2.85
8527,T CRUNCHY COOKIE CEREAL 325G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.7,2016-11-03 06:00:10.735933,201611.0,201644.0,0.37,1.0,1.2
8543,TESCO CHOCO HOOPS 375G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.2,2016-11-03 06:00:13.244208,201611.0,201644.0,0.32,1.0,1.2
8559,TESCO CHOCO SNAPS CEREAL 600G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",2.8,2016-11-03 06:00:10.737864,201611.0,201644.0,0.28,1.0,1.7
8575,TESCO CHOCO SNAPS PACK 350G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.4,2016-11-03 06:00:10.691610,201611.0,201644.0,0.34,1.0,1.2
8662,TESCO FROSTED FLAKES CEREAL 500G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",2.4,2016-11-03 06:00:10.695357,201611.0,201644.0,0.24,1.0,1.2
8678,TESCO FROSTED FLAKES CEREAL 750G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",2.3,2016-11-03 06:00:15.382951,201611.0,201644.0,0.23,1.0,1.7
8694,TESCO HONEY HOOPS 375G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.2,2016-11-03 06:00:13.246134,201611.0,201644.0,0.32,1.0,1.2
8710,TESCO HONEY NUT CEREAL 500G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",2.0,2016-11-03 06:00:13.234347,201611.0,201644.0,0.2,1.0,0.99
8726,TESCO HONEY NUT CEREAL CORNFLAKES 750G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",1.9,2016-11-03 06:00:10.704106,201611.0,201644.0,0.19,1.0,1.45
8742,TESCO HONEY NUT CHOCOLATE CLUSTERS 500G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",3.0,2016-11-03 06:00:13.248054,201611.0,201644.0,0.3,1.0,1.49
8757,TESCO HONEY NUT CLUSTERS 500G,20161103,210213.0,TESCO,,"Breakfast Cereal 1, sugar/chocolate coated",3.0,2016-11-03 06:00:15.433813,201611.0,201644.0,0.3,1.0,1.49
8783,TESCO MULTIGRAIN BOULDERS CEREAL 375G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.2,2016-11-03 06:00:10.705920,201611.0,201644.0,0.32,1.0,1.2
8799,TESCO PILLOWS CHOCOLATE NUT CEREAL 375G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.2,2016-11-03 06:00:10.733953,201611.0,201644.0,0.32,1.0,1.2
8815,TESCO PILLOWS MILK CHOCOLATE 375G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",3.2,2016-11-03 06:00:10.743438,201611.0,201644.0,0.32,1.0,1.2
8840,TESCO SUPER SMOOTH PORRIDGE 500G,20161103,210213.0,TESCO,Any 3 for £3.00,"Breakfast Cereal 1, sugar/chocolate coated",2.4,2016-11-03 06:00:10.741504,201611.0,201644.0,0.24,1.0,1.2
8880,THE BUZZ BANANA BARS,20161103,210213.0,WAITROSE,save 50p,"Breakfast Cereal 1, sugar/chocolate coated",10.7,2016-11-03 06:09:10.327990,201611.0,201644.0,1.07,1.0,1.99
